item_type,order_state,last_update_time,branch,customer,price
Cookies,Shipped,1998-08-11 19:10:29,368,1496,50
Muffins,Shipped,2008-11-16 18:41:47,546,1551,100
Cookies,Shipped,2012-01-03 15:42:29,994,1219,50
Cake,Delivered,1981-11-01 13:29:53,39,1152,500
Cookies,Canceled,1973-10-29 07:03:18,9,1122,50
Muffins,Created,1977-07-25 12:51:58,904,1213,100
Cookies,Created,2016-09-22 17:04:10,359,1602,50
Cake,Canceled,2011-03-27 22:23:26,569,1459,500
Cake,Created,2018-09-20 04:22:03,717,1587,500
Cake,Shipped,2004-02-14 08:57:07,741,1336,500
Cake,Shipped,1997-04-03 09:55:50,240,1304,500
Cake,Canceled,1971-10-15 18:36:16,672,1306,500
Cake,Shipped,1978-05-19 20:44:57,770,1265,500
Cake,Shipped,2007-12-19 15:30:23,33,1808,500
Cookies,Canceled,1982-06-23 08:34:31,741,1887,50
Cake,Canceled,2021-12-02 07:01:04,643,1892,500
Cake,Shipped,2017-12-27 09:53:36,922,1601,500
Cake,Delivered,2019-09-17 05:19:07,780,1036,500
Cookies,Created,1997-05-09 21:42:28,914,1923,50
Cake,Created,1996-01-21 22:29:55,105,1018,500
Muffins,Delivered,1970-04-14 06:31:54,12,1192,100
Muffins,Created,2013-07-15 06:16:42,538,1027,100
Cake,Canceled,1981-12-18 18:03:15,379,1797,500
Cookies,Shipped,1975-09-24 19:33:10,285,1645,50
Muffins,Shipped,2005-12-24 20:42:57,942,1312,100
Muffins,Canceled,2001-03-22 12:18:09,158,1500,100
Muffins,Shipped,1987-04-17 05:02:17,653,1862,100
Cake,Delivered,2005-02-18 01:32:36,745,1531,500
Cookies,Shipped,1976-05-14 21:42:42,421,1705,50
Cookies,Created,1984-03-22 17:55:14,312,1244,50
Cookies,Shipped,1985-09-18 23:38:00,681,1030,50
Cookies,Delivered,1999-11-22 06:49:19,733,1908,50
Cookies,Delivered,1993-10-20 20:25:37,100,1702,50
Cake,Shipped,1996-10-19 12:46:33,909,1188,500
Cookies,Canceled,2019-12-07 22:36:59,388,1195,50
Cake,Shipped,2000-04-15 00:20:08,965,1440,500
Cake,Delivered,1973-03-04 07:44:45,47,1518,500
Muffins,Created,2007-09-23 07:50:08,801,1770,100
Cake,Canceled,1981-07-03 02:14:25,94,1779,500
Cake,Created,2004-11-07 04:56:46,613,1174,500
Muffins,Shipped,2015-02-03 01:26:13,571,1825,100
Muffins,Canceled,2021-04-27 20:07:11,306,1722,100
Muffins,Shipped,2021-06-06 20:32:49,468,1518,100
Cookies,Delivered,1977-12-09 20:45:17,197,1204,50
Cookies,Created,2014-02-13 13:12:11,578,1871,50
Muffins,Canceled,2020-08-30 19:55:42,734,1398,100
Muffins,Canceled,1998-04-10 01:22:41,621,1292,100
Muffins,Canceled,2006-11-11 22:14:47,253,1114,100
Muffins,Created,2003-09-14 08:32:20,82,1311,100
Muffins,Shipped,1986-12-05 09:32:55,185,1760,100
Cookies,Created,2014-11-24 08:21:25,181,1193,50
Muffins,Delivered,2007-11-27 18:59:47,373,1340,100
Muffins,Shipped,1988-03-15 02:05:25,656,1728,100
Muffins,Delivered,1995-02-12 17:01:16,468,1247,100
Muffins,Created,2012-11-15 08:55:21,394,1863,100
Cake,Shipped,1997-09-19 06:05:57,239,1099,500
Cookies,Created,1992-06-28 16:17:47,760,1409,50
Muffins,Created,2006-03-07 02:03:00,56,1739,100
Cookies,Delivered,2002-08-08 03:58:55,194,1740,50
Cookies,Created,1983-08-15 21:23:19,503,1857,50
Cake,Created,1995-08-23 06:50:50,968,1420,500
Cookies,Created,1972-10-26 21:06:19,806,1055,50
Cookies,Delivered,2015-02-03 00:41:57,63,1250,50
Cookies,Canceled,2010-08-11 20:54:47,463,1424,50
Cookies,Shipped,2017-05-07 08:25:26,180,1447,50
Cookies,Shipped,2013-06-11 19:58:31,885,1986,50
Cake,Delivered,2002-04-12 07:59:34,868,1472,500
Muffins,Created,2007-05-29 02:57:42,972,1497,100
Cake,Shipped,2021-11-17 01:38:53,480,1227,500
Cake,Created,2012-07-20 17:10:27,142,1848,500
Cake,Shipped,1998-02-24 14:25:39,623,1751,500
Muffins,Created,2020-07-30 08:45:17,435,1060,100
Cake,Shipped,1975-02-17 12:52:35,589,1256,500
Cookies,Canceled,1977-01-17 10:44:12,548,1538,50
Muffins,Delivered,1993-07-01 02:11:21,729,1622,100
Cake,Delivered,1982-08-08 21:42:22,243,1807,500
Cake,Canceled,2004-05-28 19:24:14,32,1601,500
Muffins,Canceled,2017-10-19 18:05:00,721,1437,100
Muffins,Canceled,2000-05-10 05:45:43,125,1252,100
Cake,Delivered,2008-05-20 03:06:17,717,1926,500
Cookies,Delivered,2006-08-03 03:47:48,15,1862,50
Cookies,Canceled,1995-04-10 10:06:10,564,1493,50
Cookies,Shipped,2003-07-27 03:21:17,16,1474,50
Cookies,Delivered,2015-07-29 10:26:25,925,1189,50
Cake,Shipped,1984-04-18 12:48:28,389,1450,500
Cake,Canceled,1987-11-01 06:34:32,761,1678,500
Cake,Canceled,1994-02-02 20:20:44,769,1396,500
Cookies,Canceled,2020-04-30 00:16:42,832,1619,50
Cake,Shipped,2014-08-23 12:52:50,534,1463,500
Muffins,Canceled,1973-10-31 18:35:22,90,1735,100
Cake,Shipped,2010-11-11 15:32:58,649,1833,500
Cookies,Created,2019-11-02 23:58:32,115,1449,50
Cake,Canceled,2019-04-20 21:40:51,568,1022,500
Cookies,Created,2007-05-20 05:04:27,843,1302,50
Cookies,Delivered,1972-09-09 01:06:16,206,1250,50
Cake,Shipped,1972-10-15 07:35:25,69,1720,500
Cake,Canceled,2023-06-07 05:24:01,393,1246,500
Muffins,Canceled,1986-02-17 16:11:45,52,1008,100
Muffins,Shipped,1986-09-24 22:45:11,365,1061,100
Cookies,Shipped,2015-08-31 17:02:49,517,1590,50
Muffins,Created,1996-09-11 07:08:48,695,1828,100
Cookies,Delivered,1987-08-05 23:39:14,788,1775,50
Cake,Created,1994-08-04 11:28:53,207,1666,500
Cake,Delivered,2011-07-08 06:44:47,719,1310,500
Cookies,Delivered,1997-02-19 22:58:18,974,1588,50
Cookies,Created,1982-10-26 01:18:00,457,1070,50
Cake,Shipped,2010-09-15 12:42:03,537,1449,500
Cookies,Delivered,2012-01-11 18:36:49,410,1692,50
Cookies,Canceled,2014-12-24 12:45:41,387,1703,50
Cookies,Created,1978-04-13 12:13:37,218,1350,50
Muffins,Delivered,1983-03-05 03:05:47,5,1362,100
Cookies,Canceled,2016-02-20 16:17:06,883,1817,50
Cookies,Shipped,1973-04-11 04:01:37,102,1530,50
Cookies,Shipped,1982-05-22 16:28:46,148,1532,50
Cake,Canceled,1971-09-05 07:47:59,738,1847,500
Cookies,Created,2017-06-27 14:57:59,327,1778,50
Cookies,Canceled,2022-04-25 06:32:09,580,1243,50
Cookies,Delivered,1989-01-08 18:49:26,994,1597,50
Cake,Shipped,1979-01-25 01:23:24,100,1611,500
Cookies,Delivered,1984-06-25 02:53:34,158,1649,50
Muffins,Shipped,1990-05-26 05:44:03,874,1174,100
Cookies,Delivered,2003-05-10 16:24:50,130,1504,50
Cake,Shipped,1971-02-05 01:08:59,975,1639,500
Cake,Delivered,2016-06-13 10:18:06,595,1588,500
Muffins,Canceled,1986-10-20 18:26:03,247,1999,100
Cookies,Canceled,1975-05-13 10:50:42,196,1248,50
Cookies,Canceled,1992-03-07 21:09:09,530,1443,50
Cookies,Created,1984-01-17 05:48:45,633,1060,50
Cookies,Shipped,2002-01-09 20:49:46,580,1679,50
Cake,Delivered,2008-08-01 03:39:12,781,1446,500
Cookies,Shipped,1996-02-23 11:29:50,972,1756,50
Muffins,Delivered,1975-01-19 11:14:46,154,1261,100
Muffins,Canceled,2003-05-24 00:32:22,86,1985,100
Cookies,Created,1993-11-17 15:11:33,466,1033,50
Cookies,Created,1984-05-03 03:41:46,655,1587,50
Cookies,Shipped,2013-05-20 03:53:54,948,1625,50
Muffins,Canceled,1997-09-25 15:11:05,458,1446,100
Cookies,Created,1986-06-09 03:18:12,248,1471,50
Muffins,Canceled,1978-08-28 10:00:39,94,1285,100
Cake,Shipped,1989-10-15 13:01:17,672,1587,500
Muffins,Created,1971-06-05 02:33:46,936,1086,100
Muffins,Shipped,2003-08-30 23:13:20,538,1602,100
Cake,Shipped,2017-07-09 18:26:50,691,1765,500
Cake,Canceled,2017-03-11 08:29:33,616,1384,500
Cookies,Canceled,2004-05-20 16:24:49,517,1523,50
Muffins,Delivered,1973-06-04 10:36:00,845,1488,100
Cake,Shipped,2007-07-23 05:45:35,30,1660,500
Cake,Created,2018-05-19 15:37:00,564,1194,500
Cookies,Shipped,2017-08-29 21:40:13,664,1199,50
Muffins,Created,1986-11-06 10:22:09,919,1624,100
Muffins,Created,1984-06-20 11:03:44,565,1869,100
Cookies,Shipped,1973-10-17 08:30:27,421,1352,50
Cake,Canceled,1990-10-03 02:49:14,715,1796,500
Cake,Canceled,2020-10-23 15:32:56,11,1324,500
Cake,Shipped,1973-07-21 20:46:05,716,1826,500
Cookies,Created,1983-01-23 22:15:25,673,1425,50
Cake,Canceled,1984-10-12 23:59:43,199,1834,500
Cake,Canceled,1988-12-31 22:10:57,481,1430,500
Cake,Canceled,1984-12-06 11:47:47,41,1422,500
Cake,Delivered,1993-06-13 20:17:10,850,1371,500
Cookies,Canceled,1971-08-17 08:19:05,293,1414,50
Muffins,Canceled,1989-07-06 21:18:24,410,1095,100
Cake,Canceled,2019-07-22 07:17:33,60,1455,500
Muffins,Shipped,2021-08-08 01:20:39,34,1504,100
Cookies,Delivered,2014-06-21 09:39:37,836,1846,50
Muffins,Shipped,2012-08-12 13:43:38,63,1395,100
Cookies,Created,2000-02-11 06:40:47,838,1176,50
Muffins,Canceled,1998-09-20 05:18:02,59,1423,100
Muffins,Delivered,1971-06-09 01:13:59,179,1191,100
Muffins,Shipped,1971-04-11 16:07:05,407,1125,100
Cake,Canceled,2021-11-09 05:46:02,475,1252,500
Cake,Delivered,1976-11-14 16:28:54,583,1169,500
Cake,Shipped,1998-12-02 06:00:22,989,1385,500
Cookies,Shipped,2014-04-30 12:20:16,174,1958,50
Cake,Shipped,2000-03-18 09:33:04,523,1638,500
Muffins,Canceled,2007-03-04 09:22:20,183,1527,100
Cake,Delivered,2008-03-04 05:55:17,936,1138,500
Muffins,Created,2013-08-19 07:14:58,398,1423,100
Cake,Canceled,2008-10-04 17:36:57,165,1020,500
Cake,Canceled,2012-10-30 08:30:19,863,1437,500
Cake,Delivered,2010-08-07 19:39:30,443,1537,500
Cookies,Created,1976-03-26 16:28:46,65,1028,50
Muffins,Canceled,2021-11-29 20:43:45,843,1460,100
Cake,Shipped,1988-05-10 15:03:38,969,1337,500
Muffins,Created,1978-01-01 17:22:13,729,1484,100
Cake,Delivered,1974-02-02 07:25:37,62,1022,500
Cake,Delivered,1998-01-07 11:59:19,913,1499,500
Cookies,Delivered,2023-06-18 19:56:35,145,1663,50
Cake,Canceled,1984-06-25 22:30:06,379,1615,500
Cookies,Canceled,2008-02-16 08:03:24,823,1600,50
Muffins,Shipped,2001-09-08 00:45:45,517,1676,100
Muffins,Delivered,2001-11-24 11:09:22,231,1554,100
Cake,Canceled,1976-02-16 02:49:57,951,1213,500
Cake,Canceled,1991-04-30 21:19:42,349,1004,500
Muffins,Shipped,2001-02-04 01:40:05,271,1510,100
Muffins,Delivered,2005-08-10 03:26:26,77,1039,100
Cake,Shipped,2006-05-21 18:49:15,800,1612,500
Cake,Delivered,1994-10-07 02:52:52,460,1455,500
Cake,Created,2006-06-19 22:11:55,611,1676,500
Cookies,Shipped,1991-12-29 21:14:00,551,1638,50
Cookies,Delivered,1991-07-17 07:54:49,496,1634,50
Muffins,Created,1972-11-04 14:08:23,339,1699,100
Cake,Delivered,2020-07-07 20:02:55,850,1051,500
Cookies,Shipped,1982-11-01 12:36:11,473,1728,50
Cake,Canceled,1981-07-08 14:59:59,533,1099,500
Muffins,Canceled,2004-06-02 11:12:07,366,1404,100
Cookies,Shipped,2010-04-08 23:24:20,571,1712,50
Cake,Created,2019-11-03 05:34:34,141,1229,500
Cake,Shipped,1997-10-28 00:32:50,576,1104,500
Cake,Created,2009-06-09 19:22:54,37,1968,500
Cake,Shipped,1987-06-17 18:48:30,931,1069,500
Muffins,Delivered,2003-10-12 23:12:07,110,1195,100
Muffins,Canceled,2001-01-06 15:08:56,483,1457,100
Cake,Shipped,2001-10-26 20:29:32,570,1726,500
Cake,Delivered,2019-10-30 10:18:37,194,1945,500
Cake,Delivered,1980-05-16 00:51:35,733,1868,500
Cake,Canceled,1977-12-31 22:59:45,135,1665,500
Muffins,Shipped,2011-01-01 14:55:45,104,1519,100
Cookies,Shipped,1988-06-17 18:57:02,447,1145,50
Cake,Canceled,2019-11-11 01:09:27,710,1183,500
Muffins,Delivered,1983-06-28 22:18:04,242,1154,100
Cake,Shipped,2007-04-06 18:39:25,868,1972,500
Cake,Canceled,1970-10-21 03:18:44,599,1878,500
Cookies,Canceled,1985-09-20 04:23:04,847,1888,50
Cake,Shipped,1976-09-01 03:50:14,517,1152,500
Cookies,Delivered,1979-08-02 07:28:56,230,1716,50
Cake,Created,1974-05-16 06:13:00,372,1392,500
Cookies,Delivered,2013-10-07 14:41:37,103,1690,50
Cake,Shipped,1997-12-24 16:02:37,942,1129,500
Cake,Delivered,1995-06-13 19:19:20,317,1391,500
Cookies,Canceled,1999-06-03 15:25:28,215,1927,50
Cookies,Delivered,2008-12-14 14:30:54,483,1537,50
Cookies,Delivered,1975-09-12 09:31:08,829,1183,50
Muffins,Canceled,2000-11-29 20:58:15,74,1966,100
Cookies,Canceled,1980-02-21 04:45:50,726,1097,50
Cake,Delivered,1999-09-18 19:45:10,29,1625,500
Cookies,Canceled,1998-05-02 19:57:10,736,1307,50
Cake,Canceled,2012-01-08 00:53:43,611,1056,500
Cookies,Shipped,1977-12-18 16:01:07,338,1958,50
Muffins,Shipped,1995-01-06 13:54:23,227,1526,100
Cookies,Delivered,1986-11-26 05:14:31,853,1770,50
Cake,Canceled,2022-11-28 11:39:35,440,1081,500
Cake,Canceled,2006-12-05 01:15:47,775,1586,500
Cake,Delivered,1991-02-25 06:52:44,20,1458,500
Muffins,Shipped,1985-07-31 16:34:02,185,1687,100
Cookies,Created,1996-02-05 22:01:15,252,1198,50
Muffins,Delivered,1978-03-22 14:38:17,184,1323,100
Muffins,Created,2008-06-20 18:26:50,851,1774,100
Cookies,Canceled,1986-03-21 10:48:09,657,1440,50
Cake,Delivered,1985-09-16 13:55:16,371,1715,500
Muffins,Created,2013-10-27 07:24:31,980,1353,100
Muffins,Created,2000-11-12 08:50:11,265,1175,100
Muffins,Shipped,2020-08-14 21:54:42,851,1582,100
Muffins,Shipped,2017-02-08 15:52:04,861,1904,100
Muffins,Canceled,1982-08-12 06:43:44,479,1023,100
Muffins,Delivered,2009-04-22 11:27:30,387,1110,100
Muffins,Delivered,2005-11-11 07:43:19,298,1713,100
Cake,Created,2002-08-10 00:46:58,705,1948,500
Muffins,Shipped,2020-01-30 17:56:55,467,1267,100
Muffins,Shipped,1994-03-16 07:36:53,664,1305,100
Muffins,Created,1986-01-30 16:00:30,615,1511,100
Cookies,Canceled,1972-02-29 13:42:10,190,1002,50
Muffins,Canceled,1992-05-16 08:48:46,127,1625,100
Muffins,Delivered,1978-01-08 05:18:18,776,1448,100
Cookies,Delivered,2000-11-23 19:05:11,534,1326,50
Muffins,Canceled,2008-02-11 16:06:13,223,1362,100
Cookies,Delivered,2017-04-13 23:36:16,174,1715,50
Muffins,Shipped,1970-03-20 01:38:16,487,1675,100
Cookies,Shipped,1986-12-01 02:17:10,385,1416,50
Cookies,Created,1999-06-29 02:58:06,347,1851,50
Muffins,Shipped,1983-11-29 07:02:30,392,1799,100
Cookies,Canceled,1984-08-19 16:17:09,75,1442,50
Cake,Created,1978-03-24 03:58:11,592,1113,500
Cake,Delivered,1982-08-02 09:36:07,30,1877,500
Muffins,Shipped,2017-04-17 01:43:46,482,1911,100
Muffins,Shipped,1984-03-01 10:13:53,381,1044,100
Cake,Delivered,1980-04-18 04:55:51,99,1542,500
Cookies,Created,1997-11-11 15:32:34,777,1423,50
Muffins,Delivered,2000-08-23 23:01:54,809,1548,100
Cake,Created,1998-06-27 06:20:51,555,1389,500
Cookies,Shipped,2012-04-06 06:15:59,725,1843,50
Cookies,Canceled,2023-01-11 03:29:33,693,1407,50
Cake,Created,1997-05-05 04:14:00,219,1183,500
Cake,Delivered,2009-08-07 11:36:49,467,1498,500
Cookies,Canceled,1991-04-27 04:54:51,774,1980,50
Cookies,Delivered,1990-08-26 18:31:32,480,1372,50
Cake,Delivered,2009-01-18 04:56:55,726,1507,500
Cookies,Canceled,1975-08-10 00:41:15,924,1645,50
Muffins,Shipped,2015-03-13 04:12:40,974,1463,100
Cake,Created,1983-02-09 03:03:28,425,1809,500
Cookies,Created,2016-12-25 08:59:02,150,1688,50
Cookies,Shipped,1997-02-28 14:36:53,549,1769,50
Muffins,Created,2002-06-04 03:51:43,519,1327,100
Cookies,Created,2014-05-20 15:50:23,352,1754,50
Cake,Canceled,1979-01-26 07:23:22,137,1789,500
Cookies,Delivered,1996-10-27 09:19:50,415,1239,50
Cookies,Shipped,1982-01-16 21:29:55,169,1966,50
Cake,Delivered,1978-05-18 11:55:09,97,1114,500
Muffins,Delivered,2004-08-20 21:27:29,899,1749,100
Muffins,Shipped,1996-06-07 23:39:28,894,1518,100
Muffins,Created,1984-06-12 11:06:32,569,1787,100
Muffins,Shipped,2020-08-02 05:02:35,925,1299,100
Muffins,Delivered,1992-07-15 16:04:35,428,1568,100
Cake,Canceled,1973-10-28 20:11:32,97,1384,500
Cookies,Created,2008-10-16 18:47:27,437,1166,50
Cake,Delivered,1997-08-14 04:38:43,266,1123,500
Muffins,Shipped,1983-12-13 16:19:18,311,1988,100
Cookies,Delivered,2001-08-26 04:53:04,22,1867,50
Muffins,Shipped,1998-11-23 08:15:46,273,1848,100
Muffins,Shipped,1987-05-16 01:16:57,702,1553,100
Cookies,Delivered,1979-12-27 22:32:47,260,1173,50
Cookies,Shipped,2015-01-26 03:02:17,453,1114,50
Cake,Canceled,1975-04-16 01:02:23,979,1059,500
Cake,Delivered,1971-06-05 11:24:20,23,1793,500
Cake,Created,1981-04-13 13:05:16,380,1089,500
Cake,Canceled,1974-11-11 16:20:14,339,1180,500
Cookies,Shipped,2012-01-02 20:20:20,938,1607,50
Muffins,Delivered,2009-05-27 23:27:20,439,1696,100
Cake,Shipped,2011-01-29 11:54:26,96,1016,500
Cake,Created,1992-02-09 03:12:20,670,1752,500
Muffins,Canceled,1990-11-26 08:27:52,753,1775,100
Cookies,Canceled,1977-12-06 14:12:58,8,1347,50
Muffins,Shipped,1972-12-29 01:48:31,594,1829,100
Cake,Created,2018-02-02 21:49:14,346,1631,500
Cake,Delivered,1979-01-23 23:20:29,679,1063,500
Cookies,Shipped,1979-08-22 22:35:30,998,1884,50
Cake,Canceled,1989-10-19 05:59:43,724,1502,500
Cake,Delivered,2018-07-12 21:12:53,748,1308,500
Muffins,Delivered,1987-03-11 01:50:31,103,1914,100
Cookies,Delivered,1988-03-15 02:04:19,72,1137,50
Muffins,Shipped,2020-05-24 22:27:32,127,1006,100
Cookies,Created,1988-11-26 17:58:40,718,1770,50
Cake,Shipped,1974-06-12 16:59:51,915,1138,500
Muffins,Delivered,1990-09-22 01:02:18,329,1627,100
Cookies,Created,1993-10-02 15:04:48,557,1442,50
Muffins,Created,1982-06-05 10:05:38,265,1753,100
Muffins,Created,2005-12-07 06:53:49,714,1736,100
Cookies,Shipped,1971-05-16 18:46:11,260,1252,50
Cookies,Created,1990-11-26 23:47:02,107,1176,50
Muffins,Canceled,2012-07-18 11:21:14,519,1722,100
Muffins,Shipped,1988-01-29 16:01:24,916,1030,100
Cake,Delivered,1983-06-20 09:02:04,761,1029,500
Cookies,Shipped,1982-12-28 11:31:12,904,1212,50
Muffins,Delivered,1986-09-11 23:01:30,288,1069,100
Cookies,Created,2008-06-18 12:25:48,378,1936,50
Muffins,Canceled,2012-10-16 06:01:14,451,1752,100
Muffins,Created,1990-07-27 11:49:47,754,1452,100
Cookies,Canceled,2012-09-12 09:25:22,230,1877,50
Cake,Delivered,2005-05-28 09:30:49,558,1376,500
Cake,Created,1973-11-05 17:24:27,67,1182,500
Cake,Canceled,1979-01-09 13:04:50,179,1513,500
Cake,Shipped,2023-07-07 21:11:07,714,1494,500
Muffins,Created,2001-06-08 22:03:19,665,1633,100
Cookies,Created,1977-09-05 17:54:46,497,1378,50
Cookies,Created,2009-07-26 13:42:15,8,1664,50
Muffins,Created,2002-02-18 11:46:43,188,1201,100
Muffins,Canceled,1971-06-26 14:20:59,806,1472,100
Cookies,Shipped,2021-12-17 08:38:24,394,1258,50
Cookies,Shipped,2003-10-25 12:00:39,132,1398,50
Muffins,Created,2017-11-20 17:33:16,623,1225,100
Cake,Canceled,1999-09-29 23:57:21,791,1795,500
Cookies,Shipped,2022-07-20 20:44:24,725,1070,50
Cake,Created,1995-06-14 00:32:42,289,1952,500
Cookies,Delivered,2006-06-10 23:19:04,431,1295,50
Muffins,Created,1978-10-01 05:47:54,541,1040,100
Cookies,Canceled,1973-08-09 22:34:57,637,1607,50
Cake,Shipped,1983-03-14 07:18:42,211,1430,500
Cookies,Canceled,2014-05-12 15:28:39,540,1814,50
Cake,Delivered,2009-10-31 01:28:43,264,1775,500
Muffins,Shipped,2000-12-17 22:27:55,292,1510,100
Cookies,Shipped,1980-03-02 05:50:41,353,1139,50
Cake,Shipped,1972-03-19 13:05:20,829,1146,500
Cookies,Delivered,1983-02-20 23:51:39,908,1805,50
Cookies,Created,1970-10-21 01:42:12,572,1746,50
Cake,Shipped,1987-07-30 13:34:04,527,1433,500
Cake,Canceled,2017-01-02 05:31:25,729,1033,500
Muffins,Delivered,2017-12-17 08:28:51,552,1270,100
Cake,Created,1974-03-07 04:27:34,630,1957,500
Cookies,Canceled,1985-08-03 16:21:40,556,1382,50
Cookies,Canceled,2014-12-06 12:38:38,403,1865,50
Muffins,Shipped,1996-12-14 03:42:55,325,1946,100
Cookies,Created,1981-10-27 08:35:23,443,1201,50
Muffins,Delivered,1981-12-15 20:29:43,637,1374,100
Muffins,Canceled,1975-09-04 23:25:05,850,1617,100
Cake,Canceled,1995-04-11 03:52:00,642,1375,500
Muffins,Delivered,1981-01-14 06:15:59,606,1690,100
Cookies,Canceled,2001-09-29 17:29:13,329,1982,50
Cake,Created,2022-06-06 23:16:37,219,1218,500
Cookies,Created,2002-11-12 06:29:34,302,1966,50
Cookies,Canceled,2007-05-06 22:28:03,670,1074,50
Muffins,Delivered,2002-02-01 04:53:38,664,1615,100
Cake,Canceled,2010-10-25 06:23:42,881,1605,500
Cake,Delivered,2009-01-08 16:39:56,615,1144,500
Cake,Canceled,1987-02-12 23:55:50,607,1270,500
Cookies,Created,2005-07-14 01:21:32,27,1141,50
Cookies,Canceled,2001-11-23 16:42:05,489,1955,50
Muffins,Shipped,1997-04-06 16:19:21,385,1914,100
Cake,Delivered,2015-10-21 16:16:07,693,1786,500
Cake,Shipped,2021-09-22 02:55:29,942,1338,500
Cookies,Created,1992-08-09 11:01:58,836,1334,50
Cake,Created,2018-05-09 06:29:46,293,1009,500
Muffins,Delivered,2005-11-12 21:53:55,446,1272,100
Muffins,Canceled,1990-03-24 22:29:37,608,1150,100
Cookies,Canceled,2019-12-01 02:06:03,531,1604,50
Cake,Delivered,1980-05-07 18:05:32,510,1290,500
Muffins,Shipped,2012-12-26 04:51:28,192,1838,100
Cookies,Canceled,2020-05-15 09:58:35,702,1135,50
Cake,Shipped,2001-05-26 02:42:14,109,1938,500
Muffins,Shipped,1989-06-03 06:41:49,731,1566,100
Cookies,Delivered,1989-10-23 19:54:31,748,1207,50
Muffins,Shipped,2004-04-05 18:57:37,960,1594,100
Cookies,Created,1970-06-18 12:41:34,183,1907,50
Muffins,Canceled,2004-08-05 08:23:02,345,1475,100
Muffins,Created,1981-02-28 17:18:31,977,1580,100
Muffins,Created,2011-09-22 20:10:11,839,1317,100
Cake,Created,1992-04-25 22:43:11,777,1759,500
Cookies,Delivered,1989-05-13 08:20:47,712,1430,50
Muffins,Created,1970-02-17 06:50:08,502,1310,100
Cake,Delivered,2003-11-09 11:23:58,727,1443,500
Cookies,Shipped,2000-03-06 03:59:17,268,1344,50
Muffins,Canceled,2023-07-31 17:26:46,973,1744,100
Cookies,Canceled,1990-09-27 03:10:39,168,1112,50
Muffins,Created,2014-09-09 14:24:29,192,1830,100
Cake,Delivered,1979-06-12 03:40:32,759,1106,500
Cake,Delivered,1982-02-25 13:51:26,391,1942,500
Cake,Created,1971-07-03 13:45:47,882,1507,500
Cake,Shipped,2001-07-22 10:30:54,923,1192,500
Cake,Delivered,1988-07-10 23:44:24,199,1984,500
Cookies,Shipped,1970-05-25 16:38:13,929,1423,50
Cake,Canceled,2006-05-18 17:11:25,965,1383,500
Cake,Shipped,1985-12-25 23:29:41,834,1940,500
Muffins,Canceled,1977-09-08 16:54:08,207,1430,100
Cake,Created,1988-03-19 02:47:46,127,1046,500
Cookies,Canceled,1972-07-14 22:15:47,191,1469,50
Cookies,Canceled,1975-08-06 02:13:46,566,1009,50
Cookies,Canceled,1978-08-22 03:40:55,419,1051,50
Cake,Canceled,1995-11-26 23:40:26,131,1929,500
Cake,Shipped,1977-06-04 06:10:16,390,1304,500
Cake,Shipped,2007-06-11 15:20:34,639,1286,500
Cookies,Created,2015-06-16 21:09:50,53,1981,50
Cake,Canceled,1997-02-26 22:06:18,93,1729,500
Cookies,Shipped,1996-05-22 21:07:42,901,1241,50
Cake,Delivered,1973-11-20 19:53:13,211,1774,500
Cookies,Created,1975-09-05 02:41:44,854,1915,50
Cake,Created,1997-08-09 04:15:24,945,1703,500
Muffins,Created,2011-09-30 04:56:36,240,1749,100
Cake,Created,2015-01-30 02:12:02,750,1580,500
Cake,Delivered,1974-03-04 09:53:01,844,1156,500
Muffins,Created,1984-05-21 23:41:10,328,1722,100
Muffins,Created,2020-11-28 15:12:14,348,1182,100
Cake,Delivered,2005-12-13 13:19:45,73,1539,500
Cookies,Canceled,1993-07-20 02:19:08,156,1740,50
Cookies,Shipped,1979-11-21 07:49:04,709,1559,50
Muffins,Canceled,2005-12-03 07:09:56,229,1794,100
Muffins,Canceled,2006-11-10 09:08:31,887,1867,100
Muffins,Shipped,2011-04-01 16:36:27,220,1579,100
Muffins,Shipped,1989-11-28 21:52:25,888,1402,100
Cake,Canceled,1988-08-28 05:36:27,713,1217,500
Cookies,Shipped,1973-08-28 07:48:41,835,1445,50
Muffins,Canceled,2015-07-18 11:53:39,114,1831,100
Cake,Shipped,1988-05-10 10:30:51,443,1457,500
Cookies,Delivered,2010-07-15 10:47:48,801,1470,50
Cookies,Shipped,1985-11-12 09:13:26,760,1224,50
Cake,Delivered,2017-08-19 18:30:23,620,1635,500
Cake,Shipped,1978-07-11 10:22:53,969,1602,500
Muffins,Created,1984-03-02 18:10:43,360,1775,100
Muffins,Shipped,1995-04-29 22:12:04,979,1516,100
Muffins,Canceled,2010-12-23 12:59:08,415,1187,100
Cookies,Created,2007-11-24 19:29:55,799,1208,50
Cake,Shipped,2018-03-13 13:12:21,570,1409,500
Cake,Created,1973-03-11 11:59:16,556,1547,500
Muffins,Delivered,1981-05-18 10:48:41,808,1349,100
Muffins,Created,1986-02-27 16:54:06,741,1157,100
Muffins,Created,2006-08-15 05:34:56,342,1119,100
Cake,Created,1973-11-20 07:23:41,761,1389,500
Muffins,Delivered,1978-01-22 04:09:34,34,1999,100
Cookies,Created,2006-01-29 17:38:39,667,1908,50
Muffins,Created,2008-06-03 02:06:46,618,1837,100
Muffins,Created,1971-02-04 20:47:57,669,1253,100
